
|                                                                                                                        :address |                                                                                        :address-c | :postal-c | :c | :score |                  :x |                 :y |                                  :id |
|                                                                               Rua da Estrada, Lote 8, Fracção A 4755-520 VÁRZEA |                                                       Rua da Estrada 8, 4755-520, Barcelos, Braga |  4755-520 |  7 |  95.22 |   -8.58357460699733 | 41.511661327955906 | fd90a845-a814-327a-a864-c32c14a89230 |
|                                                      Lugar do Cano, Avenida de Osnabruck, Lote 17, fração B, 5000-448 Vila Real |                                                          Avenida de Osnabruck 17, 5000, Vila Real |      5000 |  1 |   95.2 |  -7.726818029518131 |  41.30497286931631 | f674a64b-f087-31a4-ab96-ab2ca7a51237 |
|                                                                                       Rua de S. Francisco nº 9 5320-321 VINHAIS |                                                     Rua de São Francisco, 5320, Vinhais, Bragança |      5320 |  1 |  95.19 |  -7.007224636180972 |  41.83347933212642 | bc73b936-c837-361f-b6d6-f581d2501049 |
|                                                                       Praça Duque da Terceira, n.º 24 - 1º Dto. 1250-152 LISBOA |                                                   Praça do Duque da Terceira 24, 1200-161, Lisboa |  1200-161 |  1 |  95.19 |   -9.14307000541271 |  38.70659998557838 | d82cf438-fd7c-306a-92e7-1577c3bebff4 |
|                                                                    Largo da República do Brasil, n.º 34, 4800-411 São Sebastião |                                       Largo da República do Brasil 34, 4810-446, Guimarães, Braga |  4810-446 |  1 |  95.16 |  -8.289989991248575 |  41.44164001170623 | 1f080992-1c4a-3f13-892c-c4c05483a3e3 |
|                                                                      Avª Principal nº 1159-Edificio Nacional 1 4535-014 LOUROSA |                           Avenida Principal 1159, 4535-014, Lourosa, Santa Maria da Feira, Aveiro |  4535-014 |  2 |  95.16 |  -8.538349973288518 | 40.991760008498915 | 549aeba9-0357-3a55-85ec-f949c90afbdb |
|                                                                                Rua da Cruz de Pau, n.º 116, 4450-103 Matosinhos |                                       Rua da Cruz de Pau, 4450-103, Carcavelos, Matosinhos, Porto |  4450-103 |  4 |  95.14 |  -8.672541582014839 |  41.18059513530154 | 616b0129-2c05-39d8-95ff-d932bef29ab7 |
|                                                                           Rua S. João de Deus, Nº 76 R/C e 1º 4620-660 SILVARES |                                                  Rua S. João de Deus 76, 4620-660, Lousada, Porto |  4620-660 |  1 |  95.09 |  -8.278369991238407 |  41.27809001192361 | 722870f9-acdb-32fb-8cf8-a740f3cd31ff |
|                                          Avª Dr.Francisco Sá Carneiro, Lote 29 r/c Dtº (Prédio S. Lucas) 5300-252 BRAGANÇA (SÉ) |                                       Avenida Doutor Francisco Sá Carneiro 29, 5300-252, Bragança |  5300-252 |  1 |  95.07 |  -6.759789998996894 | 41.805349985046945 | 51ce98ba-4ef3-315c-9b1e-f7ea5c8fa384 |
|                                                                    Rua Dr. Júlio Constantino nº 75 ED Primitivo 2495-447 FÁTIMA |                       Rua Doutor Júlio Ferreira Constantino 75, 2495-456, Fátima, Ourém, Santarém |  2495-456 |  1 |  95.06 |  -8.677659970092435 |   39.6359699869696 | 8c8b1589-e57b-3487-8d57-e65225a6d008 |
|                                                               Rua Candido dos Reis, Nº 59 4900-532 VIANA DO CASTELO(MONSERRATE) |                                                Rua Cândido do Reis 59, 4900-344, Viana do Castelo |  4900-344 |  1 |  95.04 |  -8.830103487797361 | 41.693754318451866 | 9a1847e1-563f-33e8-b36f-6cfc7d3b8bf5 |
|                                       Rua Silvério Ferreira de Macedo, n.º 136, Lojas 1 / 2 / 3 4760-053 Vila Nova de Famalicão |                      Rua Silvério Ferreira de Macedo 136, 4760-053, Vila Nova de Famalicão, Braga |  4760-053 |  1 |     95 |  -8.515638279042067 |  41.40494697004505 | 070ed1a4-373f-33d5-b67b-7418784d94c9 |
|                                                                                         Rua de Coimbra, n.º 6 A, 3200-222 Lousã |                                                          Rua de Coimbra, 3200-222, Lousã, Coimbra |  3200-222 |  7 |     95 |  -8.248841126290957 |  40.11915774411871 | 8b960e24-8992-35e5-89c5-338db7e2a8eb |
|                                                                                          Av. Biarritz, n.º 4 A 2765-200 Estoril |                                           Avenida de Biarritz, 2765-200, Estoril, Cascais, Lisboa |  2765-200 |  5 |     95 |  -9.395214919650556 |  38.70344503722315 | 5db98ec4-2907-39d8-9a10-ad1f12c7c6db |
|                                                                                          Rua dos Aliados, n.º 63, 4820-248 FAFE |                                                            Rua dos Aliados, 4820-248, Fafe, Braga |  4820-248 |  2 |     95 |  -8.180159122134187 |  41.45377193684216 | e6fbe2c9-1129-3fd5-bbc1-37c72e035760 |
|                                                                                     Rua Victor Hugo, 8 c/v Esqº 1000-001 LISBOA |                                                               Rua Vitor Hugo 8C, 1000-294, Lisboa |  1000-294 |  1 |     95 |   -9.13312999025598 |  38.74478001554718 | 6168a0d9-edc4-3b4f-8c1c-43bfde8715b6 |
|                                                                            Rua Dr. José Assis e Santos, Nº 89 3450-123 MORTÁGUA |                            Rua Dr. José Assis e Santos, 3450-222, Vale de Açores, Mortágua, Viseu |  3450-222 |  4 |  94.98 |  -8.247121857522586 |  40.39216709808324 | 3ec263bb-8436-3778-9b94-fe1db90a4426 |
|                                                                                       Rua das Taipas, n.º 9, 2040-339 RIO MAIOR |                                                     Rua das Taipas, 2040-335, Rio Maior, Santarém |  2040-335 |  2 |  94.98 |   -8.93829270910901 |  39.33320034372079 | 91e490de-9142-3b4f-96cc-b8ead2d74280 |
|                               Rua Camilo Castelo Branco, Nº 60 Edificio Areias do Mar, cave, Parte B, Loja 9 8200-276 Albufeira |                        Rua Camilo Castelo Branco 60, 8200-276, Forte de São João, Albufeira, Faro |  8200-276 |  3 |  94.96 |  -8.233480038230056 | 37.089859986253956 | 108770e5-745f-330d-8b4b-f2abf86768e9 |
|                                                                               Praceta Cristiano Schurmann nº 55 2410-078 LEIRIA |                                         Praça Cristiano Schurmann 55, 2410-380, Guimarota, Leiria |  2410-380 |  1 |  94.95 |  -8.798089981450744 |  39.73248999087721 | 93e90028-9736-3137-9b53-eb59678a0de5 |
|                                                                                          Rua da Igreja, Nº 49 4900 -204 MEADELA |                                                         Rua Igreja 49, 4900-717, Viana do Castelo |  4900-717 |  2 |  94.95 |  -8.808310035992548 |  41.70570001085554 | 1fc782e0-b0d4-3889-bd1c-8c4e0c780a7c |
|                                                                        Av. D. João I, Nº 616 R/C -Vale de Rãs 2200-233 ABRANTES |                                              Avenida Dom João I 616, 2200-208, Abrantes, Santarém |  2200-208 |  2 |  94.94 |  -8.200149986986133 |  39.46969000132273 | 047043a3-7c4b-3ead-9521-88d928bab27d |
|                                                                                     Rua de Gueimaia, n.º 407; 4470-054 Gueifães |                                              Rua da Gueimaia 407, 4470-054, Gueifães, Maia, Porto |  4470-054 |  1 |  94.92 |  -8.602819968295677 |  41.21851001922903 | c339e582-6354-38e5-ae13-f67341d019b0 |
|                                                                                   Estrada do Barreiro, n.º 9 B, 2300-442, Tomar |                                                 Estrada do Barreiro 9B, 2300-442, Tomar, Santarém |  2300-442 |  2 |  94.91 |  -8.402300033905675 |  39.60640001558065 | f90e4428-0aa5-3e9e-8174-7db5a79944a7 |
|                                                             Rua do Vuveiro, Lote 15C - Loja, Monte do Estoril, 2765-294 ESTORIL |                                            Rua do Viveiro 15C, 2765-294, Estoril, Cascais, Lisboa |  2765-294 |  3 |  94.89 |   -9.40441003507209 |  38.71061998825084 | 23735d1d-3ece-325a-a271-42174dca0ad1 |
|                                                                             Estrada da Senhora da Saúde, n.º 49 ; 8005-147 Faro |                                            Estrada Senhora da Saúde, 8005-500, Mar e Guerra, Faro |  8005-500 |  4 |  94.89 | -7.9375679144231635 |  37.04846518750698 | 3d0e5710-16af-378e-be17-6a4de330f591 |
|                                                               Urb. Da Quintã - Rua Teixeira Pascoais nº 375 r/c 4800-073 AZURÉM |                                          Rua Teixeira de Pascoais 375, 4800-073, Guimarães, Braga |  4800-073 |  1 |  94.89 |  -8.297950033237214 |   41.4486699977185 | 5032fc78-49ab-3cf9-925f-43d2c8abc14f |
|                                                                 Rua de Valverde nº 364 4900-299 VIANA DO CASTELO (Stª Mª Maior) |                                                   Rua de Valverde 364, 4900-505, Viana do Castelo |  4900-505 |  1 |  94.87 |  -8.827709618246987 |  41.70076236566507 | 75c5e735-eb9d-30dc-b785-ee25b3ce3718 |
|                                                                                 Avª 21 de Junho nº 32 r/c Dtº 2435-021 CAXARIAS |                                      Avenida 21 de Junho 32, 2435-087, Carvoeira, Ourém, Santarém |  2435-087 |  4 |  94.87 |  -8.542159967376932 | 39.719480019863454 | 00204d1c-89d3-33ba-a239-ef3ef5790726 |
|                                                                                   Rua Moto Clube de Faro, lote B 8000-123 Faro  |                                                            Rua Moto Clube de Faro, 8000-123, Faro |  8000-123 |  1 |  94.85 |   -7.91952925711453 |  37.02458940133938 | fdb01b30-9e7b-358c-90f1-7e17304c2057 |
|                                                                                        Chã - Bairros, 4550-060 CASTELO DE PAIVA |                                                           4550, Bairros, Castelo de Paiva, Aveiro |      4550 |  3 |  94.85 |  -8.250140698624488 |  41.03655910663749 | 4ce6cb2a-1385-3363-a35c-c52efe0a7df9 |
|                                                                 Rua General Ferreira Martins, n.º 30 - R/C Loja, 1495-137 Algés |                                  Rua General Ferreira Martíns 30, 1495-137, Algés, Oeiras, Lisboa |  1495-137 |  1 |  94.83 |  -9.224141621482731 |  38.70753424396599 | dfc5323d-ea80-3dda-a9b3-f87b2595d3e9 |
|                                                                        Rua do Vale Maior, Nº 2, 4570-477 Rates, PÓVOA do VARZIM |                                 Rua do Vale Maior 2, 4570, Serra do Monte, Póvoa de Varzim, Porto |      4570 | 26 |  94.82 |   -8.66608790788222 | 41.431070463104895 | 03204dcc-a46a-3b07-b085-35160ebc171e |
|                                                    Urbanização do Infante - Rua Ribeiro da Calva, Nº 4, Loja-C 2440-057 BATALHA |                                      Rua Ribeiro da Calva 4, 2440-035, Forneiros, Batalha, Leiria |  2440-035 |  3 |  94.81 |   -8.81555887798219 |  39.66372500813391 | 8c01b732-8798-3808-8beb-48fa510aea56 |
|                                                                      Avª de Alcanices, Nº 21-Bairro das Cruzes 5230-302 VIMIOSO |                                              Avenida de Alcanices 21, 5230-308, Vimioso, Bragança |  5230-308 |  2 |  94.79 |  -6.530670005143918 | 41.586220004403145 | 5f068edf-0103-355a-ac13-b716d5ad3867 |
|                                                                                 Largo Filinto Elísio, n.º 13 B, 2805-141 ALMADA |                               Largo Filinto Elísio 13, 2805-141, Cova da Piedade, Almada, Setúbal |  2805-141 |  1 |  94.77 |  -9.161895844501013 | 38.667901865888815 | 835cdc15-6c0a-3a64-a89b-8db74a1c67af |
|                                                                          Rua dos Fanqueiros, N.º 277 - 2.º Dto, 1100-230 Lisboa |                                                          Rua dos Fanqueiros 277, 1100-230, Lisboa |  1100-230 |  1 |  94.76 |  -9.137090020411222 |  38.71330001797216 | f89efa05-f2e0-3552-8467-233f0eb9cb85 |
